,R-squared,Adjusted R-squared,Number of Variables,Predictor_1,Predictor_2,Predictor_3
236,0.4478601205602436,0.3742414699682761,2,exp_SWDI PWL,exp_gw pumping intensity,
237,0.01045663930300067,-0.12148247545659929,2,exp_SWDI PWL,log_SWDI SC,
238,0.09307025387097934,-0.027853712279556797,2,exp_SWDI PWL,log_SWDI delta imports,
239,0.07725985208896102,-0.04577216763251091,2,exp_SWDI PWL,log_SWDI colorado,
240,0.1428702821477541,0.028586319767454627,2,exp_SWDI PWL,log_SWDI MEA,
241,0.02617071796247661,-0.10367318630919309,2,exp_SWDI PWL,log_SWDI PWL,
242,0.13311185208203224,0.017526765692969848,2,exp_SWDI PWL,log_SWDI SL,
243,0.029081971446115906,-0.10037376569440193,2,exp_SWDI PWL,log_gw elevation indicator,
244,0.5956257328431078,0.5417091638888556,2,exp_SWDI PWL,log_gw pumping intensity,
245,0.20105230586501277,0.09452594664701452,2,exp_SWDI SL,exp_gw elevation indicator,
246,0.5399798410778911,0.47864381988827664,2,exp_SWDI SL,exp_gw pumping intensity,
247,0.33539174346341794,0.24677730925854036,2,exp_SWDI SL,log_SWDI SC,
248,0.19946759160292826,0.09272993714998534,2,exp_SWDI SL,log_SWDI delta imports,
249,0.3297889121998653,0.240427433826514,2,exp_SWDI SL,log_SWDI colorado,
250,0.4303095369582307,0.35435080855266143,2,exp_SWDI SL,log_SWDI MEA,
251,0.19762783210013413,0.09064487638015206,2,exp_SWDI SL,log_SWDI PWL,
252,0.19703443017179822,0.08997235419470473,2,exp_SWDI SL,log_SWDI SL,
253,0.22618297430915713,0.12300737088371139,2,exp_SWDI SL,log_gw elevation indicator,
254,0.6157310108356258,0.5644951456137093,2,exp_SWDI SL,log_gw pumping intensity,
255,0.48873442579770066,0.42056568257072746,2,exp_gw elevation indicator,exp_gw pumping intensity,
256,0.14972123940975524,0.03635073799772259,2,exp_gw elevation indicator,log_SWDI SC,
257,0.09380601542821398,-0.027019849181357358,2,exp_gw elevation indicator,log_SWDI delta imports,
258,0.21081676136804106,0.1055923295504465,2,exp_gw elevation indicator,log_SWDI colorado,
259,0.3290075238774661,0.23954186039446168,2,exp_gw elevation indicator,log_SWDI MEA,
260,0.08335533277231677,-0.038863956191374394,2,exp_gw elevation indicator,log_SWDI PWL,
261,0.12289123055373408,0.005943394627565324,2,exp_gw elevation indicator,log_SWDI SL,
262,0.17079913774741173,0.06023902278039994,2,exp_gw elevation indicator,log_gw elevation indicator,
263,0.5878681980040834,0.5329172910712945,2,exp_gw elevation indicator,log_gw pumping intensity,
264,0.5774866449136578,0.5211515309021455,2,exp_gw pumping intensity,log_SWDI SC,
265,0.4600249330036432,0.38802825740412905,2,exp_gw pumping intensity,log_SWDI delta imports,
266,0.49239059923718453,0.4247093458021425,2,exp_gw pumping intensity,log_SWDI colorado,
267,0.582621940165456,0.5269715321875168,2,exp_gw pumping intensity,log_SWDI MEA,
268,0.44728777495263194,0.37359281161298286,2,exp_gw pumping intensity,log_SWDI PWL,
269,0.4679582724540371,0.3970193754479088,2,exp_gw pumping intensity,log_SWDI SL,
270,0.5543093029989754,0.49488387673217216,2,exp_gw pumping intensity,log_gw elevation indicator,
271,0.5791641753973722,0.5230527321170219,2,exp_gw pumping intensity,log_gw pumping intensity,
272,0.4489609845783671,0.3754891158554827,2,log_SWDI SC,log_SWDI delta imports,
273,0.07500435675005834,-0.04832839568326719,2,log_SWDI SC,log_SWDI colorado,
274,0.17456240396231093,0.06450405782395241,2,log_SWDI SC,log_SWDI MEA,
275,0.02343749299264941,-0.10677084127499725,2,log_SWDI SC,log_SWDI PWL,
276,0.40980334176031363,0.33111045399502215,2,log_SWDI SC,log_SWDI SL,
277,0.07855172916791087,-0.04430804027636759,2,log_SWDI SC,log_gw elevation indicator,
278,0.6685497032859066,0.624356330390694,2,log_SWDI SC,log_gw pumping intensity,
279,0.28454182067650124,0.18914739676670145,2,log_SWDI delta imports,log_SWDI colorado,
280,0.3533480977980962,0.26712784417117563,2,log_SWDI delta imports,log_SWDI MEA,
281,0.09991570868443789,-0.020095530157637098,2,log_SWDI delta imports,log_SWDI PWL,
282,0.11388559605173809,-0.004262991141363415,2,log_SWDI delta imports,log_SWDI SL,
283,0.07755645226848673,-0.045436020762381624,2,log_SWDI delta imports,log_gw elevation indicator,
284,0.5939151816889319,0.5397705392474561,2,log_SWDI delta imports,log_gw pumping intensity,
285,0.15301832678754468,0.04008743702588402,2,log_SWDI colorado,log_SWDI MEA,
286,0.06993220212319884,-0.05407683759370796,2,log_SWDI colorado,log_SWDI PWL,
287,0.3203550481765528,0.2297357212667599,2,log_SWDI colorado,log_SWDI SL,
288,0.14294465777903598,0.028670612149574115,2,log_SWDI colorado,log_gw elevation indicator,
289,0.6516083242151378,0.6051561007771562,2,log_SWDI colorado,log_gw pumping intensity,
290,0.1596569020499219,0.04761115565657814,2,log_SWDI MEA,log_SWDI PWL,
291,0.3640665807971363,0.2792754582367545,2,log_SWDI MEA,log_SWDI SL,
292,0.2972448358807146,0.20354414733147652,2,log_SWDI MEA,log_gw elevation indicator,
293,0.6815632201295008,0.6391049828134342,2,log_SWDI MEA,log_gw pumping intensity,
294,0.1365728042892821,0.021449178194519747,2,log_SWDI PWL,log_SWDI SL,
295,0.03694073091090877,-0.0914671716343034,2,log_SWDI PWL,log_gw elevation indicator,
296,0.5934813921470183,0.5392789110999541,2,log_SWDI PWL,log_gw pumping intensity,
297,0.10983794075142306,-0.008850333815053846,2,log_SWDI SL,log_gw elevation indicator,
298,0.6288285238493717,0.5793389936959545,2,log_SWDI SL,log_gw pumping intensity,
299,0.60408346473974,0.5512945933717053,2,log_gw elevation indicator,log_gw pumping intensity,
300,0.39945764954605456,0.27077000302020915,3,SWDI SC,SWDI delta imports,SWDI colorado
301,0.3917963465963098,0.26146699229551906,3,SWDI SC,SWDI delta imports,SWDI MEA
302,0.2893099307947038,0.13701920167928328,3,SWDI SC,SWDI delta imports,SWDI PWL
303,0.3333040527665482,0.1904406355022371,3,SWDI SC,SWDI delta imports,SWDI SL
304,0.3054532102260902,0.15662175527453814,3,SWDI SC,SWDI delta imports,gw elevation indicator
305,0.6167303276683467,0.5346011121687066,3,SWDI SC,SWDI delta imports,gw pumping intensity
306,0.3202696213956312,0.17461311169469507,3,SWDI SC,SWDI delta imports,exp_SWDI SC
307,0.3300801006623202,0.18652583651853172,3,SWDI SC,SWDI delta imports,exp_SWDI delta imports
308,0.40597162998376624,0.27867983640885907,3,SWDI SC,SWDI delta imports,exp_SWDI colorado
309,0.385331261459652,0.2536165317724347,3,SWDI SC,SWDI delta imports,exp_SWDI MEA
310,0.2937794355179776,0.1424464574146871,3,SWDI SC,SWDI delta imports,exp_SWDI PWL
311,0.31224078053232807,0.16486380493211272,3,SWDI SC,SWDI delta imports,exp_SWDI SL
312,0.3057472113045888,0.15697875658414362,3,SWDI SC,SWDI delta imports,exp_gw elevation indicator
313,0.5509328561059694,0.4547041824143915,3,SWDI SC,SWDI delta imports,exp_gw pumping intensity
314,0.3572321746184631,0.21949621203670533,3,SWDI SC,SWDI delta imports,log_SWDI SC
315,0.2894476436527935,0.13718642443553508,3,SWDI SC,SWDI delta imports,log_SWDI delta imports
316,0.37123926551768616,0.23650482241433324,3,SWDI SC,SWDI delta imports,log_SWDI colorado
317,0.4064969712766132,0.2793177508358875,3,SWDI SC,SWDI delta imports,log_SWDI MEA
318,0.29302246951435595,0.1415272844102894,3,SWDI SC,SWDI delta imports,log_SWDI PWL
319,0.306353265929616,0.15771468005739087,3,SWDI SC,SWDI delta imports,log_SWDI SL
320,0.29482569862314545,0.14371691975667666,3,SWDI SC,SWDI delta imports,log_gw elevation indicator
321,0.6579966149690646,0.5847101753195785,3,SWDI SC,SWDI delta imports,log_gw pumping intensity
322,0.16662598383962357,-0.011954162480457109,3,SWDI SC,SWDI colorado,SWDI MEA
323,0.1547754973767569,-0.02634403889965231,3,SWDI SC,SWDI colorado,SWDI PWL
324,0.4227933725648907,0.2991062381145102,3,SWDI SC,SWDI colorado,SWDI SL
325,0.18344470005795,0.008468564356082231,3,SWDI SC,SWDI colorado,gw elevation indicator
